overall_review,overall_review_count,recent_review,recent_review_count,genres,categories,age_rating,discount_percentage
94,36738,91,142,Strategy,"Single-player, Cross-Platform Multiplayer, Steam Achievements, Steam Trading Cards, Steam Cloud, Remote Play on TV, Family Sharing",0,-95
60,2278,46,28,"Action, Strategy","Single-player, Online PvP, Online Co-op, Cross-Platform Multiplayer, Family Sharing",1,-50
94,8063,95,63,"Casual, Indie, RPG, Strategy","Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Family Sharing",0,-66
80,6692,77,76,"Adventure, Casual, Indie","Online Co-op, Steam Achievements, Steam Trading Cards, Steam Cloud, Family Sharing",1,-80
94,325,95,98,Adventure,"Single-player, Steam Achievements, Family Sharing",0,-10
74,10301,66,206,"Action, Adventure, Casual, Indie, Simulation, Strategy","Single-player, Steam Achievements, Family Sharing",0,-60
94,15737,94,89,"Indie, RPG, Simulation, Strategy","Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Remote Play on Phone, Remote Play on Tablet, Remote Play on TV, Family Sharing",1,-50
96,18544,96,112,"Casual, Indie, Simulation","Single-player, Family Sharing",0,-60
88,1187,69,13,"Adventure, Indie","Single-player, Steam Achievements, Tracked Controller Support, VR Supported, Captions available, Steam Cloud, Remote Play on TV, Family Sharing",0,-40
91,8080,76,46,"Action, Adventure, Indie, RPG","Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Family Sharing",1,-65
84,1126,81,11,Simulation,"Single-player, Steam Workshop, Includes level editor, Family Sharing",0,-55
94,16298,94,217,"Action, Adventure, Indie, RPG","Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Remote Play on TV, Family Sharing",0,-75
68,13263,64,112,"Action, Adventure, RPG","Single-player, Online Co-op, Steam Achievements, Steam Cloud, HDR available, Family Sharing",1,-80
84,2943,69,49,"Simulation, Strategy","Single-player, Steam Achievements, Steam Cloud, Family Sharing",0,-60
94,22016,90,72,"Action, Casual, Indie, Racing, Sports","Single-player, Online PvP, Shared/Split Screen PvP, Cross-Platform Multiplayer, Steam Achievements, Steam Trading Cards, Steam Workshop, Steam Cloud, Stats, Includes level editor, Remote Play on Phone, Remote Play on Tablet, Remote Play on TV, Remote Play Together, Family Sharing",0,-80
97,3227,98,358,"Action, Adventure, Indie, RPG","Single-player, Family Sharing",0,-22
96,8140,96,115,"Adventure, Indie, RPG","Single-player, Steam Achievements, Steam Cloud, Family Sharing",0,-65
83,6919,70,40,"Action, Indie","Single-player, Steam Achievements, Tracked Controller Support, VR Supported, SteamVR Collectibles, Steam Leaderboards, Family Sharing",0,-60
86,14436,87,133,Action,"Single-player, Online PvP, Shared/Split Screen PvP, Steam Achievements, Steam Trading Cards, In-App Purchases, Steam Cloud, Remote Play on Phone, Remote Play on Tablet, Remote Play on TV, Remote Play Together, HDR available, Family Sharing",1,-90
79,2529,72,102,"Action, Simulation, Strategy, Early Access","Single-player, Steam Achievements, Steam Cloud, Family Sharing",0,-25
83,53802,78,457,"Action, Adventure","Online PvP, Online Co-op, Steam Achievements, In-App Purchases, Remote Play on Phone, Remote Play on Tablet, Family Sharing",1,-50
88,1926,84,69,"Adventure, Simulation, Strategy, Early Access","Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Family Sharing",0,-35
93,2994,94,120,"Action, Adventure","Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Family Sharing",0,-25
80,1482,86,15,"RPG, Strategy","Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Family Sharing",0,-40
87,1810,76,17,"Action, Adventure","Single-player, Online PvP, Shared/Split Screen PvP, Online Co-op, Shared/Split Screen Co-op, Steam Achievements, Steam Cloud, Remote Play Together, Family Sharing",0,-40
89,20874,61,142,"Action, Indie","Single-player, Online PvP, Shared/Split Screen PvP, Steam Achievements, Steam Trading Cards, Steam Cloud, Steam Leaderboards, Remote Play on Phone, Remote Play on Tablet, Remote Play on TV, Remote Play Together, Family Sharing",1,-80
73,1358,70,30,"Racing, Simulation, Sports","Single-player, Online PvP, Shared/Split Screen PvP, Steam Achievements, Steam Cloud, Remote Play Together, Family Sharing",0,-90
86,8507,81,194,"Adventure, Casual, Indie","Online Co-op, Cross-Platform Multiplayer, Family Sharing",0,-60
92,647,80,15,"Action, Adventure, Indie","Single-player, Steam Achievements, Family Sharing",1,-70
88,370,86,52,"Action, Indie, Simulation, Strategy, Early Access","Single-player, Online PvP, LAN PvP, Online Co-op, LAN Co-op, Steam Achievements, Steam Workshop, Steam Cloud, Includes level editor, Family Sharing",0,-20
95,968,100,36,"Action, Casual, Indie","Single-player, Shared/Split Screen Co-op, Steam Achievements, Steam Cloud, Remote Play Together, Family Sharing",0,-40
92,7503,94,70,"Adventure, Indie, RPG","Single-player, Steam Achievements, Steam Trading Cards, Remote Play on TV, Family Sharing",0,-80
74,3458,68,75,"Action, Adventure","Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Remote Play on TV, Family Sharing",1,-75
77,854,79,29,"Racing, Simulation, Sports","Single-player, Online PvP, Shared/Split Screen PvP, Online Co-op, Cross-Platform Multiplayer, Steam Achievements, Steam Cloud, Remote Play Together, Family Sharing",0,-80
78,2717,77,36,"Action, Adventure","Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Family Sharing",1,-80
86,3480,80,31,Action,"Single-player, Steam Cloud, Family Sharing",0,-90
76,2426,58,34,"Action, Indie, Simulation, Strategy","Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Family Sharing",0,-60
90,855,96,28,"Action, Adventure","Single-player, Steam Achievements, Steam Cloud, Family Sharing",1,-60
90,10893,94,57,"Casual, Indie","Single-player, Online PvP, Shared/Split Screen PvP, Steam Achievements, Steam Trading Cards, Steam Leaderboards, Remote Play on Phone, Remote Play on Tablet, Remote Play on TV, Remote Play Together, Family Sharing",0,-60
81,2649,75,41,Action,"Single-player, Steam Trading Cards, Family Sharing",0,-90
90,7383,80,45,"Action, Adventure","Single-player, Steam Achievements, Steam Cloud, Remote Play on Phone, Remote Play on Tablet, Remote Play on TV, Remote Play Together, Family Sharing",0,-75
89,9779,87,33,"Action, Adventure","Single-player, Online PvP, Shared/Split Screen PvP, Steam Achievements, Steam Cloud, Stats, Steam Leaderboards, Remote Play Together, Family Sharing",1,-75
94,8525,92,68,"Adventure, Indie, Simulation","Single-player, Steam Achievements, Steam Trading Cards, Captions available, Steam Cloud, Family Sharing",0,-70
87,2027,80,65,"Action, Casual, Indie, RPG","Single-player, Steam Achievements, Steam Cloud, Family Sharing",0,-50
93,8653,87,129,"Action, Indie, Simulation","Single-player, Steam Achievements, Steam Cloud, Remote Play on TV, Family Sharing",1,-80
96,10238,90,125,"Casual, Indie, Simulation, Strategy","Single-player, Steam Achievements, Steam Cloud, Family Sharing",0,-78
82,10434,77,98,"Indie, RPG, Strategy","Single-player, Steam Achievements, Steam Trading Cards, Captions available, Steam Cloud, Family Sharing",0,-80
99,3291,99,102,"Action, Adventure, Casual, Indie","Single-player, Steam Achievements, Steam Cloud, Family Sharing",0,-50
82,12976,68,22,"Action, Indie","Single-player, Online Co-op, Steam Achievements, Steam Trading Cards, Captions available, Steam Cloud, Family Sharing",1,-95
76,28517,81,103,"Action, RPG","Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Family Sharing",1,-85
91,24602,94,152,"Action, Indie","Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Remote Play on Phone, Remote Play on Tablet, Remote Play on TV, Family Sharing",1,-70
92,113,86,15,"Indie, Simulation, Strategy, Early Access","Single-player, Steam Achievements, Steam Workshop, Steam Cloud, Includes level editor, Family Sharing",0,-15
81,25324,84,145,"Action, Sports","Single-player, Online PvP, Steam Trading Cards, In-App Purchases, Family Sharing",0,-85
93,3968,92,64,"Action, Indie","Single-player, Steam Achievements, Steam Cloud, Family Sharing",0,-80
80,7337,83,78,"Action, Adventure, Indie, RPG","Single-player, Steam Achievements, Steam Cloud, Family Sharing",1,-21
68,556,55,29,"Casual, Indie, Simulation","Single-player, Steam Achievements, Family Sharing",0,-60
88,3045,90,33,"Action, Adventure, Indie, Simulation","Single-player, Steam Achievements, Steam Trading Cards, Captions available, Steam Cloud, Family Sharing",0,-70
93,10176,93,62,Indie,"Single-player, Steam Achievements, Steam Cloud, Steam Leaderboards, Family Sharing",1,-50
80,4111,83,77,"Action, Adventure, Indie","Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Family Sharing",0,-50
72,6426,70,20,"RPG, Strategy","Single-player, Online PvP, Steam Achievements, Steam Trading Cards, Steam Cloud, Family Sharing",0,-90
88,2758,90,20,"Action, Adventure, Strategy","Single-player, Shared/Split Screen PvP, Steam Achievements, Steam Cloud, Stats, Steam Leaderboards, Remote Play Together, Family Sharing",0,-75
85,6619,78,56,"Action, Adventure","Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Remote Play on TV, Family Sharing",0,-65
85,11503,92,195,"Adventure, Indie, Strategy","Single-player, Steam Achievements, Steam Trading Cards, Remote Play on TV, Family Sharing",0,-80
95,11688,97,103,"Adventure, Indie","Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Steam Leaderboards, Remote Play on TV, Family Sharing",0,-80
97,14930,97,70,"Adventure, Casual, Indie","Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Family Sharing",0,-70
84,280,87,77,"Indie, RPG, Strategy","Single-player, Steam Achievements, Steam Cloud, Steam Leaderboards, Family Sharing",0,-25
75,4896,73,38,"Action, Adventure","Single-player, Shared/Split Screen PvP, Steam Achievements, Steam Cloud, Stats, Steam Leaderboards, Remote Play Together, Family Sharing",0,-75
86,1148,90,63,"Adventure, Indie, RPG, Strategy, Early Access","Single-player, Steam Achievements, Steam Cloud, Family Sharing",0,-20
72,874,46,75,"Indie, Simulation, Strategy","Single-player, Steam Achievements, Steam Workshop, Steam Cloud, Family Sharing",0,-10
95,43240,95,413,"Action, Adventure","Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Family Sharing",0,-80
98,3150,99,120,"Adventure, Casual, Indie, Strategy","Single-player, Steam Achievements, Steam Cloud, Family Sharing",0,-50
92,31336,91,268,"Action, Adventure, Indie","Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Remote Play on Phone, Remote Play on Tablet, Remote Play on TV, Family Sharing",0,-90
80,3851,73,69,"Adventure, Casual","Single-player, Steam Achievements, Steam Cloud, Remote Play on TV, Family Sharing",0,-73
42,178,38,18,RPG,"Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Family Sharing",0,-20
91,865,95,20,"Adventure, Indie","Single-player, Steam Achievements, Steam Trading Cards, Family Sharing",0,-50
89,1002,94,18,"Indie, RPG, Simulation, Strategy, Early Access","Single-player, Steam Achievements, Steam Workshop, Steam Cloud, Includes level editor, Remote Play on TV, Family Sharing",0,-35
91,8349,90,66,"Adventure, Casual, Indie","Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Remote Play on TV, Family Sharing",0,-70
59,2846,66,12,"Action, Adventure, RPG","Single-player, Online Co-op, Shared/Split Screen Co-op, Steam Achievements, Steam Trading Cards, Steam Cloud, Remote Play on TV, Remote Play Together, Family Sharing",1,-90
87,6305,80,26,Strategy,"Single-player, Steam Trading Cards, Steam Cloud, Family Sharing",0,-80
87,2228,89,48,"Action, Strategy","Single-player, Steam Achievements, Steam Cloud, Family Sharing",0,-40
91,4396,97,41,"Action, Adventure","Single-player, Shared/Split Screen Co-op, Steam Achievements, Remote Play on Phone, Remote Play on Tablet, Remote Play on TV, Remote Play Together, Family Sharing",1,-85
72,6361,69,33,"Adventure, Indie","Single-player, Steam Achievements, Steam Cloud, Family Sharing",1,-60
95,3215,87,16,"Indie, Simulation","Single-player, Steam Achievements, Steam Workshop, Steam Cloud, Steam Leaderboards, Includes level editor, Family Sharing",1,-50
68,1229,60,23,"Action, Casual, Indie, Simulation","Single-player, Online PvP, Online Co-op, Steam Achievements, Includes level editor, Family Sharing",0,-80
89,2213,94,37,"Action, Adventure, Indie, RPG","Single-player, Steam Achievements, Steam Trading Cards, Family Sharing",0,-61
82,187,85,20,"Indie, Strategy","Single-player, Shared/Split Screen PvP, Shared/Split Screen Co-op, Steam Achievements, Remote Play Together, Family Sharing",0,-30
95,1051,94,19,"Adventure, Casual, Indie, Strategy","Single-player, Steam Achievements, Steam Cloud, Remote Play on TV, Remote Play Together, Family Sharing",0,-60
99,2992,96,29,"Casual, Indie, Strategy","Single-player, Steam Achievements, Steam Cloud, Family Sharing",0,-25
75,124,72,11,"Adventure, Indie","Single-player, Steam Achievements, Steam Trading Cards, Family Sharing",1,-25
88,13449,89,83,"Action, Adventure, Indie","Online PvP, Online Co-op, Steam Achievements, Steam Trading Cards, Steam Workshop, In-App Purchases, Remote Play on Phone, Remote Play on Tablet, Family Sharing",0,-80
54,5924,52,25,"RPG, Strategy","Single-player, Steam Achievements, Steam Trading Cards, Family Sharing",0,-80
88,329,86,37,"Casual, Simulation","Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Family Sharing",0,-10
80,321,72,48,"Action, Adventure, Indie, Simulation, Strategy, Early Access","Single-player, Tracked Controller Support, VR Only, Steam Cloud, Steam Leaderboards, Family Sharing",0,-20
94,14947,87,118,"Casual, Indie, Strategy","Single-player, Steam Achievements, Steam Cloud, Steam Leaderboards, Family Sharing",0,-65
90,1154,93,15,"Action, Adventure, Indie","Single-player, Steam Achievements, Steam Cloud, Family Sharing",1,-60
93,790,80,10,"Action, Casual, Indie, Racing","Single-player, Online PvP, Cross-Platform Multiplayer, Steam Achievements, Steam Workshop, Steam Cloud, Steam Leaderboards, Family Sharing",0,-60
93,2531,93,62,"Action, Indie","Single-player, Online PvP, Shared/Split Screen PvP, Online Co-op, Shared/Split Screen Co-op, Steam Achievements, Steam Trading Cards, Steam Workshop, Includes level editor, Remote Play Together, Family Sharing",0,-40
95,1728,90,60,"Action, Indie","Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Family Sharing",0,-35
70,3715,71,38,"Action, Casual, RPG, Sports","Single-player, Online PvP, Shared/Split Screen PvP, Online Co-op, Shared/Split Screen Co-op, Steam Achievements, Steam Cloud, Commentary available, Remote Play on Phone, Remote Play on Tablet, Remote Play Together, Family Sharing",1,-85
90,5760,88,27,Adventure,"Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Family Sharing",1,-90
88,3067,77,27,"Adventure, Casual, Indie","Single-player, Steam Achievements, Steam Cloud, Family Sharing",1,-70
80,76,76,25,"Indie, Strategy","Single-player, Family Sharing",0,-20
88,6042,70,24,"Action, Adventure, Indie, RPG, Strategy","Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Family Sharing",0,-70
98,177,100,52,"Casual, Indie","Single-player, Steam Achievements, Steam Cloud, Family Sharing",0,-15
97,3800,94,37,"Adventure, Indie","Single-player, Steam Achievements, Steam Cloud, Family Sharing",0,-70
93,12202,93,131,"Action, Indie","Single-player, Steam Achievements, Steam Workshop, Stats, Steam Leaderboards, Includes level editor, Remote Play on TV, Family Sharing",0,-80
85,2505,77,18,"Indie, RPG, Strategy","Single-player, Online PvP, Steam Achievements, Steam Cloud, Family Sharing",0,-60
71,406,66,33,"Adventure, Casual, Indie, RPG, Simulation","Single-player, Steam Achievements, Steam Cloud, Family Sharing",0,-30
93,1422,92,55,"Adventure, Casual, Indie, Strategy","Single-player, Steam Achievements, Steam Cloud, Family Sharing",0,-50
96,44279,96,567,"Action, Adventure","Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Family Sharing",0,-80
86,12813,75,37,Action,"Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Steam Leaderboards, Remote Play on TV, Family Sharing",0,-90
95,7728,92,109,"Action, Adventure, Casual, Indie","Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Remote Play on TV, Family Sharing",0,-75
96,4711,97,118,"Adventure, Casual, Indie, RPG","Single-player, Steam Achievements, Steam Cloud, Family Sharing",0,-45
84,599,91,23,"Casual, Indie, Simulation","Single-player, Steam Achievements, Steam Cloud, Family Sharing",0,-36
72,1269,66,12,"Racing, Simulation, Sports","Single-player, Online PvP, Online Co-op, Cross-Platform Multiplayer, Steam Achievements, Steam Cloud, Family Sharing",0,-75
93,31319,83,71,"Action, Adventure, Indie, RPG","Single-player, Cross-Platform Multiplayer, Steam Achievements, Steam Trading Cards, Steam Workshop, Steam Cloud, Family Sharing",0,-80
85,275,83,12,"Action, Indie, RPG, Simulation","Single-player, Online Co-op, Cross-Platform Multiplayer, Steam Achievements, Tracked Controller Support, VR Only, Family Sharing",0,-45
89,523,72,11,"Simulation, Strategy","Single-player, Steam Cloud, Family Sharing",0,-35
96,2034,95,65,"Adventure, Indie","Single-player, Steam Achievements, Family Sharing",0,-35
82,3906,71,46,"Action, Adventure, Casual, Indie, RPG, Simulation","Single-player, Steam Achievements, Captions available, Steam Cloud, Stats, Includes level editor, Remote Play on Tablet, Family Sharing",0,-44
75,3603,88,17,"Indie, Simulation, Strategy","Single-player, Online Co-op, Steam Achievements, Steam Trading Cards, Steam Workshop, Steam Cloud, Family Sharing",1,-67
79,4164,80,21,"Action, Adventure","Single-player, Steam Achievements, Steam Cloud, Remote Play on Phone, Remote Play on Tablet, Remote Play on TV, Remote Play Together, Family Sharing",1,-75
90,13622,93,63,"Adventure, RPG","Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Remote Play on TV, Family Sharing",1,-75
93,3537,92,27,"Action, Adventure","Single-player, Steam Achievements, Family Sharing",0,-70
87,1478,86,22,"Indie, Simulation, Strategy","Single-player, Steam Achievements, Steam Cloud, Family Sharing",0,-50
87,8892,73,34,"Indie, Simulation, Strategy","Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Remote Play on Phone, Remote Play on Tablet, Remote Play on TV, Family Sharing",0,-90
96,7071,97,38,"Action, Casual","Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Remote Play on Phone, Remote Play on Tablet, Remote Play on TV, Family Sharing",1,-40
57,2472,40,10,"Action, Strategy","Single-player, Online PvP, Online Co-op, Steam Achievements, Steam Trading Cards, Steam Cloud, Family Sharing",0,-90
85,8122,77,58,"Action, Indie","Single-player, Steam Achievements, Steam Cloud, Family Sharing",1,-60
82,1965,82,23,"Action, Adventure, Indie, RPG","Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Family Sharing",0,-60
95,4886,92,99,"Action, Indie","Single-player, Steam Achievements, Steam Workshop, Steam Cloud, Steam Leaderboards, Includes level editor, Family Sharing",0,-20
96,1139,93,16,Indie,"Single-player, Captions available, Steam Cloud, Family Sharing",0,-70
91,844,92,39,"Adventure, Casual, Indie","Online Co-op, Family Sharing",0,-40
93,50924,92,300,"Action, Adventure","Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Remote Play on Phone, Remote Play on Tablet, Remote Play on TV, Family Sharing",1,-62
91,13052,89,100,"Action, Adventure, Indie","Single-player, Steam Achievements, Family Sharing",0,-20
95,11556,89,85,Strategy,"Single-player, Steam Cloud, Family Sharing",0,-75
86,1084,83,36,"Indie, RPG, Strategy, Early Access","Single-player, Steam Achievements, Steam Workshop, Family Sharing",0,-20
85,649,92,27,"Adventure, Indie","Single-player, Steam Achievements, Steam Cloud, Family Sharing",0,-50
96,771,95,41,"Indie, Simulation, Early Access","Single-player, Steam Achievements, Steam Cloud, Family Sharing",0,-25
93,1390,85,27,"Adventure, Casual, Indie","Single-player, Steam Achievements, Steam Cloud, Family Sharing",0,-45
92,4536,86,23,"Adventure, Casual, Indie, Simulation, Strategy","Single-player, Steam Achievements, Steam Cloud, Family Sharing",0,-30
95,324,94,17,"Action, Casual, Indie","Single-player, Steam Achievements, VR Supported, Steam Cloud, Includes level editor, Remote Play on TV, Family Sharing",0,-34
100,69,100,13,"Adventure, Indie, RPG, Strategy","Single-player, Steam Achievements, Steam Cloud, Family Sharing",0,-10
84,1668,76,17,"Action, Adventure","Single-player, Steam Achievements, Tracked Controller Support, VR Supported, Steam Cloud, Family Sharing",0,-75
82,2433,82,17,"Action, Adventure, Indie","Single-player, Steam Achievements, Steam Trading Cards, In-App Purchases, Steam Cloud, Family Sharing",0,-75
85,751,72,11,"Adventure, Casual, Indie, Racing, Simulation, Sports","Single-player, Steam Achievements, Tracked Controller Support, VR Only, Steam Cloud, Family Sharing",0,-30
69,653,81,11,"Adventure, Indie","Single-player, Steam Achievements, Tracked Controller Support, VR Supported, Captions available, Steam Cloud, Remote Play on TV, Family Sharing",0,-33
81,2062,62,24,"Action, Adventure, Indie, Simulation, Strategy, Early Access","Single-player, Steam Achievements, Steam Trading Cards, Steam Workshop, Steam Cloud, Remote Play Together, Family Sharing",0,-20
68,3880,75,109,"Action, Adventure","Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Family Sharing",0,-80
96,3572,96,91,"Action, Adventure, Casual, Indie","Single-player, Online Co-op, Shared/Split Screen Co-op, Steam Cloud, Remote Play Together, Family Sharing",0,-50
94,25416,93,147,Indie,"Single-player, Steam Achievements, Steam Trading Cards, Steam Leaderboards, Remote Play on Phone, Remote Play on Tablet, Remote Play on TV, Family Sharing",0,-75
86,1615,90,63,"Action, Adventure, Casual, Indie, RPG, Simulation","Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Family Sharing",0,-39
81,6716,86,51,Action,"Single-player, Online PvP, Online Co-op, Steam Achievements, Steam Trading Cards, Steam Cloud, Family Sharing",1,-28
92,22760,92,111,"Action, RPG","Single-player, Steam Achievements, Steam Trading Cards, Captions available, Steam Cloud, Commentary available, Remote Play on Tablet, Family Sharing",1,-88
78,2000,92,41,"Adventure, Indie, Strategy","Single-player, Steam Achievements, Family Sharing",0,-50
85,901,81,11,"RPG, Simulation, Strategy","Single-player, Shared/Split Screen PvP, Shared/Split Screen Co-op, Remote Play Together, Family Sharing",0,-50
96,798,100,18,"Indie, Simulation, Early Access","Single-player, Online Co-op, Steam Achievements, Steam Cloud, Family Sharing",0,-25
92,283,100,14,"Action, Adventure, Casual, Indie","Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Family Sharing",0,-25
94,2971,94,55,"Action, Indie","Single-player, Shared/Split Screen Co-op, Steam Achievements, Steam Trading Cards, Captions available, Steam Cloud, Steam Leaderboards, Remote Play on TV, Remote Play Together, Family Sharing",0,-80
96,1279,100,17,"Casual, Indie","Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Family Sharing",0,-33
93,10841,91,103,"Adventure, Casual, Indie","Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Family Sharing",0,-67
96,9194,96,63,"Action, Adventure, Indie, RPG","Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Family Sharing",0,-76
83,2253,88,18,"Action, Indie, RPG, Simulation, Strategy","Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Family Sharing",1,-80
68,1717,80,30,"Racing, Simulation","Single-player, Online PvP, Shared/Split Screen PvP, Online Co-op, Steam Achievements, Steam Cloud, Family Sharing",0,-65
98,1338,91,24,"Action, Adventure, Indie","Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Family Sharing",0,-60
85,5823,75,102,Action,"Single-player, Steam Achievements, Family Sharing",0,-50
84,7404,85,47,"Action, Adventure","Single-player, Online Co-op, Steam Achievements, Steam Trading Cards, Steam Cloud, Remote Play on TV, Family Sharing",0,-90
97,4470,98,73,"Adventure, Casual","Single-player, Steam Achievements, Steam Cloud, Family Sharing",0,-75
93,861,91,12,"Action, Adventure, Casual","Single-player, Steam Achievements, Steam Cloud, Family Sharing",1,-75
93,465,100,35,"Adventure, Casual, Indie, RPG","Single-player, Steam Achievements, Steam Cloud, Family Sharing",0,-35
94,2152,91,59,"Action, Indie","Single-player, Steam Achievements, Family Sharing",0,-40
90,973,80,30,"Indie, RPG, Simulation","Single-player, Steam Achievements, Steam Workshop, Steam Cloud, Family Sharing",0,-20
76,2076,76,21,"Action, Adventure","Single-player, Family Sharing",1,-60
78,233,75,20,"Adventure, Casual, Indie, RPG","Single-player, Steam Achievements, Steam Cloud, Family Sharing",0,-50
95,1226,97,37,"Adventure, Indie","Single-player, Steam Achievements, Steam Trading Cards, Captions available, Steam Cloud, Family Sharing",0,-38
74,543,84,13,"Action, Adventure, RPG, Simulation, Strategy","Single-player, Online PvP, Steam Achievements, Steam Cloud, Family Sharing",0,-34
92,1845,78,37,"Action, RPG","Single-player, Steam Achievements, Steam Cloud, Family Sharing",0,-60
81,5870,68,29,"Casual, Indie, Simulation","Single-player, Steam Achievements, Steam Trading Cards, Captions available, Steam Workshop, Steam Cloud, Family Sharing",0,-50
96,6474,90,43,Strategy,"Single-player, Steam Cloud, Family Sharing",0,-75
80,648,66,12,"Action, Adventure, Indie, RPG","Single-player, Steam Achievements, Steam Cloud, Stats, Steam Leaderboards, Family Sharing",0,-35
91,18685,92,115,"Adventure, Indie, Strategy","Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Family Sharing",1,-85
93,1615,90,21,"Action, Adventure, Indie, RPG","Single-player, Shared/Split Screen Co-op, Steam Achievements, Steam Trading Cards, Steam Cloud, Remote Play Together, Family Sharing",0,-33
68,2826,68,16,"Action, Adventure, RPG","Single-player, Online Co-op, Steam Achievements, Steam Cloud, Remote Play on Phone, Remote Play on Tablet, Remote Play on TV, Family Sharing",0,-75
91,4944,87,33,"Action, Adventure, Indie","Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Steam Leaderboards, Remote Play on TV, Family Sharing",1,-75
83,12498,80,61,"Action, Adventure, Indie, Simulation","Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Remote Play on Tablet, Family Sharing",1,-54
87,3224,77,22,Strategy,"Single-player, Family Sharing",0,-75
87,22331,90,107,"Action, Adventure","Single-player, Online Co-op, Steam Achievements, Steam Trading Cards, Steam Cloud, Remote Play on TV, Family Sharing",0,-80
94,2825,100,12,"Casual, Indie, Simulation","Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Family Sharing",0,-50
91,347,92,13,"Adventure, Indie, RPG, Strategy","Single-player, Steam Achievements, Steam Trading Cards, Captions available, Steam Cloud, Stats, Steam Leaderboards, Remote Play on TV, Family Sharing",0,-50
73,1052,60,15,"Casual, Indie, Simulation, Strategy","Single-player, Steam Achievements, Steam Cloud, Family Sharing",0,-20
68,4771,58,12,Strategy,"Single-player, Online PvP, Online Co-op, Steam Achievements, Steam Trading Cards, Steam Cloud, Valve Anti-Cheat enabled, Family Sharing",0,-85
90,3682,91,12,"Action, Adventure, Indie","Cross-Platform Multiplayer, Steam Achievements, Steam Trading Cards, Steam Cloud, Steam Leaderboards, Remote Play Together, Family Sharing",0,-80
88,5425,78,55,"Adventure, Indie, Simulation, Strategy","Single-player, Steam Achievements, Steam Trading Cards, Steam Workshop, Steam Cloud, Family Sharing",0,-80
93,12345,82,35,"Action, Adventure, Indie, RPG, Strategy","Single-player, Online Co-op, LAN Co-op, Steam Achievements, Steam Trading Cards, Steam Workshop, Steam Cloud, Steam Leaderboards, Family Sharing",1,-75
69,3343,65,40,"Indie, Early Access","Single-player, Online PvP, Online Co-op, Family Sharing",0,-40
62,531,66,12,Racing,"Single-player, Online PvP, Shared/Split Screen PvP, Shared/Split Screen Co-op, Cross-Platform Multiplayer, Steam Achievements, In-App Purchases, Family Sharing",1,-34
95,3124,93,43,"Action, Casual, Indie, Simulation","Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Family Sharing",0,-75
65,2166,57,45,"Action, Adventure, Casual, Indie, Racing, Simulation","Single-player, Steam Achievements, Family Sharing",0,-37
82,870,79,24,"Action, Indie, RPG, Early Access","Single-player, Steam Achievements, Steam Cloud, Family Sharing",0,-30
